ID,Race number,Race number next,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverId,givenName,familyName,dateOfBirth,nationality,constructorId,name_x,nationality.1,results.grid,results.laps,results.status,Circ Count,location,country,lat,lng
8250,2154,91,102,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,2.0,4,4,3.0,mclaren,Bruce,McLaren,30-08-1937,New Zealander,cooper-climax,Cooper-Climax,British,3,76,+1 Lap,,Silverstone,UK,52.0786,-1.01694
8276,2155,91,92,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,12.0,5,5,2.0,brooks,Tony,Brooks,25-02-1932,British,cooper-climax,Cooper-Climax,British,9,76,+1 Lap,,Silverstone,UK,52.0786,-1.01694
8371,2156,91,91,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,11.0,6,6,1.0,trips,Wolfgang,von Trips,04-05-2028,German,ferrari,Ferrari,Italian,7,75,+2 Laps,,Silverstone,UK,52.0786,-1.01694
8399,2157,91,125,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,10.0,7,7,0.0,phil_hill,Phil,Hill,20-04-2027,American,ferrari,Ferrari,Italian,10,75,+2 Laps,,Silverstone,UK,52.0786,-1.01694
8469,2158,91,91,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,15.0,8,8,0.0,henry_taylor,Henry,Taylor,16-12-1932,British,cooper-climax,Cooper-Climax,British,16,74,+3 Laps,,Silverstone,UK,52.0786,-1.01694
8492,2159,91,91,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,14.0,9,9,0.0,gendebien,Olivier,Gendebien,12-01-2024,Belgian,cooper-climax,Cooper-Climax,British,12,74,+3 Laps,,Silverstone,UK,52.0786,-1.01694
8550,2160,91,96,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,5.0,10,10,0.0,gurney,Dan,Gurney,13-04-1931,American,brm,BRM,British,6,74,+3 Laps,,Silverstone,UK,52.0786,-1.01694
8628,2161,91,125,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,19.0,11,11,0.0,trintignant,Maurice,Trintignant,30-10-2017,French,aston_martin,Aston Martin,British,21,72,+5 Laps,,Silverstone,UK,52.0786,-1.01694
8677,2162,91,91,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,26.0,12,12,0.0,piper,David,Piper,02-12-1930,British,team_lotus,Team Lotus,British,24,72,+5 Laps,,Silverstone,UK,52.0786,-1.01694
8724,2163,91,91,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,25.0,13,13,0.0,naylor,Brian,Naylor,24-03-2023,British,jbw,JBW,British,18,72,+5 Laps,,Silverstone,UK,52.0786,-1.01694
8763,2164,91,106,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,16.0,14,14,0.0,gregory,Masten,Gregory,29-02-1932,American,cooper-maserati,Cooper-Maserati,British,14,71,+6 Laps,,Silverstone,UK,52.0786,-1.01694
8831,2165,91,91,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,21.0,15,15,0.0,munaron,Gino,Munaron,02-04-2028,Italian,cooper-castellotti,Cooper-Castellotti,British,25,70,+7 Laps,,Silverstone,UK,52.0786,-1.01694
8856,2166,91,94,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,8.0,16,16,0.0,clark,Jim,Clark,04-03-1936,British,team_lotus,Team Lotus,British,8,70,+7 Laps,,Silverstone,UK,52.0786,-1.01694
8914,2167,91,94,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,4.0,17,R,0.0,hill,Graham,Hill,15-02-2029,British,brm,BRM,British,2,71,Spun off,,Silverstone,UK,52.0786,-1.01694
8956,2168,91,169,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,24.0,18,R,0.0,bianchi,Lucien,Bianchi,10-11-1934,Belgian,cooper-climax,Cooper-Climax,British,17,62,Electrical,,Silverstone,UK,52.0786,-1.01694
9004,2169,91,107,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,6.0,19,R,0.0,bonnier,Jo,Bonnier,31-01-1930,Swedish,brm,BRM,British,4,59,Suspension,,Silverstone,UK,52.0786,-1.01694
9067,2170,91,91,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,3.0,20,R,0.0,daigh,Chuck,Daigh,29-11-2023,American,cooper-climax,Cooper-Climax,British,19,58,Overheating,,Silverstone,UK,52.0786,-1.01694
9111,2171,91,112,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,17.0,21,R,0.0,burgess,Ian,Burgess,06-07-1930,British,cooper-maserati,Cooper-Maserati,British,20,58,Engine,,Silverstone,UK,52.0786,-1.01694
9174,2172,91,91,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,18.0,22,R,0.0,salvadori,Roy,Salvadori,12-05-2022,British,aston_martin,Aston Martin,British,13,46,Steering,,Silverstone,UK,52.0786,-1.01694
9191,2173,91,91,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,23.0,23,R,0.0,fairman,Jack,Fairman,15-03-2013,British,cooper-climax,Cooper-Climax,British,15,46,Fuel pump,,Silverstone,UK,52.0786,-1.01694
9221,2174,91,91,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,22.0,24,R,0.0,greene,Keith,Greene,05-01-1938,British,cooper-maserati,Cooper-Maserati,British,22,12,Overheating,,Silverstone,UK,52.0786,-1.01694
9248,2175,91,91,1960,7,British Grand Prix,16-07-1960,silverstone,Silverstone Circuit,3.0,25,W,0.0,reventlow,Lance,Reventlow,24-02-1936,American,cooper-climax,Cooper-Climax,British,0,0,Withdrew,,Silverstone,UK,52.0786,-1.01694
10068,2191,93,97,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,20.0,1,1,8.0,phil_hill,Phil,Hill,20-04-2027,American,ferrari,Ferrari,Italian,1,50,Finished,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10133,2192,93,95,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,18.0,2,2,6.0,ginther,Richie,Ginther,05-08-1930,American,ferrari,Ferrari,Italian,2,50,Finished,,Monza,Italy,45.6156,9.28111
10219,2193,93,93,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,16.0,3,3,4.0,mairesse,Willy,Mairesse,01-10-2028,Belgian,ferrari,Ferrari,Italian,3,49,+1 Lap,,Monza,Italy,45.6156,9.28111
10258,2194,93,93,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,2.0,4,4,3.0,cabianca,Giulio,Cabianca,19-02-2023,Italian,cooper-castellotti,Cooper-Castellotti,British,4,48,+2 Laps,,Monza,Italy,45.6156,9.28111
10381,2195,93,93,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,22.0,5,5,2.0,trips,Wolfgang,von Trips,04-05-2028,German,ferrari,Ferrari,Italian,6,48,+2 Laps,,Monza,Italy,45.6156,9.28111
10407,2196,93,93,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,26.0,6,6,1.0,herrmann,Hans,Herrmann,23-02-2028,German,porsche,Porsche,German,10,47,+3 Laps,,Monza,Italy,45.6156,9.28111
10455,2197,93,93,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,24.0,7,7,0.0,barth,Edgar,Barth,26-01-2017,German,porsche,Porsche,German,12,47,+3 Laps,,Monza,Italy,45.6156,9.28111
10541,2198,93,93,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,12.0,8,8,0.0,drogo,Piero,Drogo,08-08-2026,Italian,cooper-climax,Cooper-Climax,British,15,45,+5 Laps,,Monza,Italy,45.6156,9.28111
10636,2199,93,93,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,10.0,9,9,0.0,seidel,Wolfgang,Seidel,04-07-2026,German,cooper-climax,Cooper-Climax,British,13,44,+6 Laps,,Monza,Italy,45.6156,9.28111
10677,2200,93,93,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,28.0,10,10,0.0,gamble,Fred,Gamble,17-03-1932,American,behra-porsche,Behra-Porsche,Italian,14,41,+9 Laps,,Monza,Italy,45.6156,9.28111
10761,2201,93,93,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,6.0,11,R,0.0,naylor,Brian,Naylor,24-03-2023,British,jbw,JBW,British,7,41,Gearbox,,Monza,Italy,45.6156,9.28111
10850,2202,93,93,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,34.0,12,R,0.0,thiele,Alfonso,Thiele,05-04-2020,American-Italian,cooper-maserati,Cooper-Maserati,British,9,32,Gearbox,,Monza,Italy,45.6156,9.28111
10902,2203,93,93,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,4.0,13,R,0.0,munaron,Gino,Munaron,02-04-2028,Italian,cooper-castellotti,Cooper-Castellotti,British,8,27,Engine,,Monza,Italy,45.6156,9.28111
10979,2204,93,93,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,36.0,14,R,0.0,scarlatti,Giorgio,Scarlatti,02-10-2021,Italian,cooper-maserati,Cooper-Maserati,British,5,26,Engine,,Monza,Italy,45.6156,9.28111
11056,2205,93,93,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,30.0,15,R,0.0,vic_wilson,Vic,Wilson,14-04-1931,British,cooper-climax,Cooper-Climax,British,16,23,Engine,,Monza,Italy,45.6156,9.28111
11095,2206,93,93,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,8.0,16,R,0.0,owen,Arthur,Owen,23-03-2015,British,cooper-climax,Cooper-Climax,British,11,0,Accident,,Monza,Italy,45.6156,9.28111
11147,2207,93,93,1960,9,Italian Grand Prix,04-09-1960,monza,Autodromo Nazionale di Monza,14.0,17,W,0.0,gould,Horace,Gould,20-09-2018,British,maserati,Maserati,Italian,0,0,Fuel system,,Monza,Italy,45.6156,9.28111
13824,2088,88,89,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,11.0,1,1,8.0,jack_brabham,Jack,Brabham,02-04-2026,Australian,cooper-climax,Cooper-Climax,British,2,75,Finished,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
13859,2089,88,94,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,4.0,2,2,6.0,ireland,Innes,Ireland,12-06-1930,British,team_lotus,Team Lotus,British,3,75,Finished,,Zandvoort,Netherlands,52.3888,4.54092
13890,2090,88,88,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,16.0,3,3,4.0,hill,Graham,Hill,15-02-2029,British,brm,BRM,British,5,75,Finished,,Zandvoort,Netherlands,52.3888,4.54092
13926,2091,88,96,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,7.0,4,4,3.0,moss,Stirling,Moss,17-09-2029,British,team_lotus,Team Lotus,British,1,75,Finished,,Zandvoort,Netherlands,52.3888,4.54092
13969,2092,88,93,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,2.0,5,5,2.0,trips,Wolfgang,von Trips,04-05-2028,German,ferrari,Ferrari,Italian,15,74,+1 Lap,,Zandvoort,Netherlands,52.3888,4.54092
13982,2093,88,134,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,3.0,6,6,1.0,ginther,Richie,Ginther,05-08-1930,American,ferrari,Ferrari,Italian,12,74,+1 Lap,,Zandvoort,Netherlands,52.3888,4.54092
14027,2094,88,88,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,10.0,7,7,0.0,henry_taylor,Henry,Taylor,16-12-1932,British,cooper-climax,Cooper-Climax,British,14,78,+5 Laps,,Zandvoort,Netherlands,52.3888,4.54092
14037,2095,88,88,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,20.0,8,8,0.0,beaufort,Carel Godin,de Beaufort,10-04-1934,Dutch,cooper-climax,Cooper-Climax,British,18,69,+6 Laps,,Zandvoort,Netherlands,52.3888,4.54092
14084,2096,88,88,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,5.0,9,R,0.0,stacey,Alan,Stacey,29-08-1933,British,team_lotus,Team Lotus,British,8,57,Transmission,,Zandvoort,Netherlands,52.3888,4.54092
14095,2097,88,106,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,14.0,10,R,0.0,bonnier,Jo,Bonnier,31-01-1930,Swedish,brm,BRM,British,4,54,Engine,,Zandvoort,Netherlands,52.3888,4.54092
14136,2098,88,92,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,1.0,11,R,0.0,phil_hill,Phil,Hill,20-04-2027,American,ferrari,Ferrari,Italian,13,54,Engine,,Zandvoort,Netherlands,52.3888,4.54092
14154,2099,88,97,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,6.0,12,R,0.0,clark,Jim,Clark,04-03-1936,British,team_lotus,Team Lotus,British,11,42,Transmission,,Zandvoort,Netherlands,52.3888,4.54092
14209,2100,88,98,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,18.0,13,R,0.0,trintignant,Maurice,Trintignant,30-10-2017,French,cooper-maserati,Cooper-Maserati,British,17,39,Gearbox,,Zandvoort,Netherlands,52.3888,4.54092
14226,2101,88,104,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,15.0,14,R,0.0,gurney,Dan,Gurney,13-04-1931,American,brm,BRM,British,6,11,Accident,,Zandvoort,Netherlands,52.3888,4.54092
14244,2102,88,88,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,8.0,15,R,0.0,bristow,Chris,Bristow,02-12-1937,British,cooper-climax,Cooper-Climax,British,7,9,Engine,,Zandvoort,Netherlands,52.3888,4.54092
14289,2103,88,103,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,12.0,16,R,0.0,mclaren,Bruce,McLaren,30-08-1937,New Zealander,cooper-climax,Cooper-Climax,British,9,8,Transmission,,Zandvoort,Netherlands,52.3888,4.54092
14305,2104,88,88,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,9.0,17,R,0.0,brooks,Tony,Brooks,25-02-1932,British,cooper-climax,Cooper-Climax,British,10,4,Gearbox,,Zandvoort,Netherlands,52.3888,4.54092
14347,2105,88,107,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,17.0,18,W,0.0,salvadori,Roy,Salvadori,12-05-2022,British,aston_martin,Aston Martin,British,0,0,Withdrew,,Zandvoort,Netherlands,52.3888,4.54092
14356,2106,88,95,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,19.0,19,W,0.0,gregory,Masten,Gregory,29-02-1932,American,cooper-maserati,Cooper-Maserati,British,0,0,Withdrew,,Zandvoort,Netherlands,52.3888,4.54092
14381,2107,88,88,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,21.0,20,W,0.0,reventlow,Lance,Reventlow,24-02-1936,American,scarab,Scarab,American,0,0,Withdrew,,Zandvoort,Netherlands,52.3888,4.54092
14391,2108,88,88,1960,4,Dutch Grand Prix,06-06-1960,zandvoort,Circuit Park Zandvoort,22.0,21,W,0.0,daigh,Chuck,Daigh,29-11-2023,American,scarab,Scarab,American,0,0,Withdrew,,Zandvoort,Netherlands,52.3888,4.54092
14508,2109,89,90,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,2.0,1,1,8.0,jack_brabham,Jack,Brabham,02-04-2026,Australian,cooper-climax,Cooper-Climax,British,1,36,Finished,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
14578,2110,89,92,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,4.0,2,2,6.0,mclaren,Bruce,McLaren,30-08-1937,New Zealander,cooper-climax,Cooper-Climax,British,14,36,Finished,,Spa,Belgium,50.4372,5.97139
14625,2111,89,89,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,34.0,3,3,4.0,gendebien,Olivier,Gendebien,12-01-2024,Belgian,cooper-climax,Cooper-Climax,British,5,35,+1 Lap,,Spa,Belgium,50.4372,5.97139
14685,2112,89,89,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,24.0,4,4,3.0,phil_hill,Phil,Hill,20-04-2027,American,ferrari,Ferrari,Italian,4,35,+1 Lap,,Spa,Belgium,50.4372,5.97139
14718,2113,89,90,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,18.0,5,5,2.0,clark,Jim,Clark,04-03-1936,British,team_lotus,Team Lotus,British,10,34,+2 Laps,,Spa,Belgium,50.4372,5.97139
14764,2114,89,165,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,32.0,6,6,1.0,bianchi,Lucien,Bianchi,10-11-1934,Belgian,cooper-climax,Cooper-Climax,British,15,28,+8 Laps,,Spa,Belgium,50.4372,5.97139
14833,2115,89,89,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,10.0,7,R,0.0,hill,Graham,Hill,15-02-2029,British,brm,BRM,British,6,35,Engine,,Spa,Belgium,50.4372,5.97139
14899,2116,89,89,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,16.0,8,R,0.0,stacey,Alan,Stacey,29-08-1933,British,team_lotus,Team Lotus,British,17,24,Accident,,Spa,Belgium,50.4372,5.97139
14936,2117,89,89,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,22.0,9,R,0.0,mairesse,Willy,Mairesse,01-10-2028,Belgian,ferrari,Ferrari,Italian,13,23,Transmission,,Spa,Belgium,50.4372,5.97139
15007,2118,89,89,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,26.0,10,R,0.0,trips,Wolfgang,von Trips,04-05-2028,German,ferrari,Ferrari,Italian,11,22,Transmission,,Spa,Belgium,50.4372,5.97139
15013,2119,89,89,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,36.0,11,R,0.0,bristow,Chris,Bristow,02-12-1937,British,cooper-climax,Cooper-Climax,British,9,19,Accident,,Spa,Belgium,50.4372,5.97139
15075,2120,89,89,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,30.0,12,R,0.0,daigh,Chuck,Daigh,29-11-2023,American,scarab,Scarab,American,18,16,Engine,,Spa,Belgium,50.4372,5.97139
15118,2121,89,90,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,6.0,13,R,0.0,bonnier,Jo,Bonnier,31-01-1930,Swedish,brm,BRM,British,7,14,Engine,,Spa,Belgium,50.4372,5.97139
15185,2122,89,89,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,14.0,14,R,0.0,ireland,Innes,Ireland,12-06-1930,British,team_lotus,Team Lotus,British,8,13,Accident,,Spa,Belgium,50.4372,5.97139
15224,2123,89,90,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,8.0,15,R,0.0,gurney,Dan,Gurney,13-04-1931,American,brm,BRM,British,12,4,Engine,,Spa,Belgium,50.4372,5.97139
15266,2124,89,89,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,38.0,16,R,0.0,brooks,Tony,Brooks,25-02-1932,British,cooper-climax,Cooper-Climax,British,2,2,Gearbox,,Spa,Belgium,50.4372,5.97139
15334,2125,89,89,1960,5,Belgian Grand Prix,19-06-1960,spa,Circuit de Spa-Francorchamps,28.0,17,R,0.0,reventlow,Lance,Reventlow,24-02-1936,American,scarab,Scarab,American,16,1,Engine,,Spa,Belgium,50.4372,5.97139
