ID,Race number,Race number next,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverId,givenName,familyName,dateOfBirth,nationality,constructorId,name_x,nationality.1,results.grid,results.laps,results.status,Circ Count,location,country,lat,lng
8877,454,20,20,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,3.0,16,16,0.0,mcalpine,Kenneth,McAlpine,21-09-2020,British,connaught,Connaught,British,17,79,+6 Laps,,Silverstone,UK,52.0786,-1.01694
8935,455,20,20,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,33.0,17,17,0.0,schell,Harry,Schell,29-06-2021,American,maserati,Maserati,Italian,32,78,+7 Laps,,Silverstone,UK,52.0786,-1.01694
8957,456,20,22,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,34.0,18,18,0.0,bianco,Gino,Bianco,22-07-2016,Brazilian,maserati,Maserati,Italian,28,77,+8 Laps,,Silverstone,UK,52.0786,-1.01694
9015,457,20,29,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,32.0,19,19,0.0,graffenried,Toulo,de Graffenried,18-05-2014,Swiss,maserati,Maserati,Italian,31,76,+9 Laps,,Silverstone,UK,52.0786,-1.01694
9062,458,20,20,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,10.0,20,20,0.0,brandon,Eric,Brandon,18-07-2020,British,cooper,Cooper,British,18,76,+9 Laps,,Silverstone,UK,52.0786,-1.01694
9116,459,20,20,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,23.0,21,21,0.0,crook,Tony,Crook,16-02-2020,British,frazer_nash,Frazer Nash,British,25,75,+10 Laps,,Silverstone,UK,52.0786,-1.01694
9148,460,20,20,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,11.0,22,22,0.0,alan_brown,Alan,Brown,20-11-2019,British,cooper,Cooper,British,13,69,+16 Laps,,Silverstone,UK,52.0786,-1.01694
9188,461,20,20,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,29.0,23,R,0.0,collins,Peter,Collins,06-11-1931,British,hwm,HWM,British,14,73,Ignition,,Silverstone,UK,52.0786,-1.01694
9222,462,20,29,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,30.0,24,R,0.0,duncan_hamilton,Duncan,Hamilton,30-04-2020,British,hwm,HWM,British,11,44,Engine,,Silverstone,UK,52.0786,-1.01694
9247,463,20,20,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,12.0,25,R,0.0,moss,Stirling,Moss,17-09-2029,British,era,ERA,British,16,36,Engine,,Silverstone,UK,52.0786,-1.01694
9276,464,20,20,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,25.0,26,R,0.0,trintignant,Maurice,Trintignant,30-10-2017,French,gordini,Gordini,French,21,21,Gearbox,,Silverstone,UK,52.0786,-1.01694
9283,465,20,20,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,28.0,27,R,0.0,gaze,Tony,Gaze,03-02-2020,Australian,hwm,HWM,British,26,19,Engine,,Silverstone,UK,52.0786,-1.01694
9302,466,20,20,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,7.0,28,R,0.0,murray,David,Murray,28-12-2009,British,cooper,Cooper,British,22,14,Engine,,Silverstone,UK,52.0786,-1.01694
9313,467,20,20,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,24.0,29,R,0.0,manzon,Robert,Manzon,12-04-2017,French,gordini,Gordini,French,4,9,Clutch,,Silverstone,UK,52.0786,-1.01694
9321,468,20,20,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,20.0,30,R,0.0,hirt,Peter,Hirt,30-03-2010,Swiss,ferrari,Ferrari,Italian,24,3,Brakes,,Silverstone,UK,52.0786,-1.01694
9327,469,20,20,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,35.0,31,R,0.0,cantoni,Eitel,Cantoni,04-10-2006,Uruguayan,maserati,Maserati,Italian,27,0,Brakes,,Silverstone,UK,52.0786,-1.01694
9334,470,20,20,1952,5,British Grand Prix,19-07-1952,silverstone,Silverstone Circuit,2.0,32,W,0.0,aston,Bill,Aston,29-03-1900,British,butterworth,Aston Butterworth,British,0,0,Withdrew,,Silverstone,UK,52.0786,-1.01694
10047,520,23,24,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,12.0,1,1,8.5,ascari,Alberto,Ascari,13-07-2018,Italian,ferrari,Ferrari,Italian,1,80,Finished,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10137,521,23,38,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,26.0,2,2,6.5,gonzalez,JosÃ© FroilÃ¡n,Gonzalez,05-10-2022,Argentine,maserati,Maserati,Italian,5,80,Finished,,Monza,Italy,45.6156,9.28111
10243,522,23,32,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,16.0,3,3,4.0,villoresi,Luigi,Villoresi,16-05-2009,Italian,ferrari,Ferrari,Italian,2,80,Finished,,Monza,Italy,45.6156,9.28111
10261,523,23,43,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,10.0,4,4,3.0,farina,Nino,Farina,30-10-2006,Italian,ferrari,Ferrari,Italian,3,80,Finished,,Monza,Italy,45.6156,9.28111
10325,524,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,22.0,5,5,2.0,bonetto,Felice,Bonetto,09-06-1903,Italian,maserati,Maserati,Italian,13,79,+1 Lap,,Monza,Italy,45.6156,9.28111
10441,525,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,8.0,6,6,0.0,simon,AndrÃ©,Simon,05-01-2020,French,ferrari,Ferrari,Italian,8,79,+1 Lap,,Monza,Italy,45.6156,9.28111
10509,526,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,14.0,7,7,0.0,taruffi,Piero,Taruffi,12-10-2006,Italian,ferrari,Ferrari,Italian,6,77,+3 Laps,,Monza,Italy,45.6156,9.28111
10563,527,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,48.0,8,8,0.0,landi,Chico,Landi,14-07-2007,Brazilian,maserati,Maserati,Italian,18,76,+4 Laps,,Monza,Italy,45.6156,9.28111
10652,528,23,47,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,40.0,9,9,0.0,wharton,Ken,Wharton,21-03-2016,British,cooper,Cooper,British,15,76,+4 Laps,,Monza,Italy,45.6156,9.28111
10706,529,23,29,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,62.0,10,10,0.0,rosier,Louis,Rosier,05-11-2005,French,ferrari,Ferrari,Italian,17,75,+5 Laps,,Monza,Italy,45.6156,9.28111
10729,530,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,50.0,11,11,0.0,cantoni,Eitel,Cantoni,04-10-2006,Uruguayan,maserati,Maserati,Italian,23,75,+5 Laps,,Monza,Italy,45.6156,9.28111
10838,531,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,30.0,12,12,0.0,poore,Dennis,Poore,19-08-2016,British,connaught,Connaught,British,19,74,+6 Laps,,Monza,Italy,45.6156,9.28111
10865,532,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,36.0,13,13,0.0,brandon,Eric,Brandon,18-07-2020,British,cooper,Cooper,British,20,73,+7 Laps,,Monza,Italy,45.6156,9.28111
10965,533,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,2.0,14,14,0.0,manzon,Robert,Manzon,12-04-2017,French,gordini,Gordini,French,7,71,+9 Laps,,Monza,Italy,45.6156,9.28111
11002,534,23,29,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,38.0,15,15,0.0,alan_brown,Alan,Brown,20-11-2019,British,cooper,Cooper,British,12,68,+12 Laps,,Monza,Italy,45.6156,9.28111
11091,535,23,37,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,32.0,16,R,0.0,moss,Stirling,Moss,17-09-2029,British,connaught,Connaught,British,1,60,Suspension,,Monza,Italy,45.6156,9.28111
11133,536,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,46.0,17,R,0.0,bianco,Gino,Bianco,22-07-2016,Brazilian,maserati,Maserati,Italian,25,46,Engine,,Monza,Italy,45.6156,9.28111
11199,537,23,37,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,6.0,18,R,0.0,behra,Jean,Behra,16-02-2021,French,gordini,Gordini,French,11,42,Engine,,Monza,Italy,45.6156,9.28111
11276,538,23,36,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,42.0,19,N,0.0,hawthorn,Mike,Hawthorn,10-04-2029,British,cooper,Cooper,British,12,38,Not classified,,Monza,Italy,45.6156,9.28111
11362,539,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,24.0,20,R,0.0,rol,Franco,Rol,05-06-2008,Italian,maserati,Maserati,Italian,16,24,Engine,,Monza,Italy,45.6156,9.28111
11424,540,23,28,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,4.0,21,R,0.0,trintignant,Maurice,Trintignant,30-10-2017,French,gordini,Gordini,French,4,5,Engine,,Monza,Italy,45.6156,9.28111
11460,541,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,28.0,22,R,0.0,mcalpine,Kenneth,McAlpine,21-09-2020,British,connaught,Connaught,British,2,4,Suspension,,Monza,Italy,45.6156,9.28111
11497,542,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,18.0,23,R,0.0,fischer,Rudi,Fischer,19-04-2012,Swiss,ferrari,Ferrari,Italian,16,3,Engine,,Monza,Italy,45.6156,9.28111
11526,543,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,34.0,24,R,0.0,bayol,Ã‰lie,Bayol,28-02-2014,French,osca,OSCA,Italian,10,0,Gearbox,,Monza,Italy,45.6156,9.28111
11565,544,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,70.0,25,F,0.0,tornaco,Charles,de Tornaco,07-06-2027,Belgian,ferrari,Ferrari,Italian,0,0,Did not qualify,,Monza,Italy,45.6156,9.28111
11590,545,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,58.0,26,F,0.0,crespo,Alberto,Crespo,16-01-2020,Argentine,maserati,Maserati,Italian,0,0,Did not qualify,,Monza,Italy,45.6156,9.28111
11619,546,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,60.0,27,F,0.0,graffenried,Toulo,de Graffenried,18-05-2014,Swiss,maserati,Maserati,Italian,0,0,Did not qualify,,Monza,Italy,45.6156,9.28111
11644,547,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,54.0,28,F,0.0,collins,Peter,Collins,06-11-1931,British,hwm,HWM,British,0,0,Did not qualify,,Monza,Italy,45.6156,9.28111
11672,548,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,68.0,29,F,0.0,whitehead,Peter,Whitehead,12-11-2014,British,ferrari,Ferrari,Italian,0,0,Did not qualify,,Monza,Italy,45.6156,9.28111
11680,549,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,56.0,30,F,0.0,gaze,Tony,Gaze,03-02-2020,Australian,hwm,HWM,British,0,0,Did not qualify,,Monza,Italy,45.6156,9.28111
11688,550,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,64.0,31,F,0.0,aston,Bill,Aston,29-03-1900,British,butterworth,Aston Butterworth,British,0,0,Did not qualify,,Monza,Italy,45.6156,9.28111
11704,551,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,52.0,32,F,0.0,macklin,Lance,Macklin,02-09-2019,British,hwm,HWM,British,0,0,Did not qualify,,Monza,Italy,45.6156,9.28111
11713,552,23,30,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,20.0,33,F,0.0,hans_stuck,Hans,von Stuck,27-12-1900,German,ferrari,Ferrari,Italian,0,0,Did not qualify,,Monza,Italy,45.6156,9.28111
11716,553,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,44.0,34,F,0.0,dusio,Piero,Dusio,1899-10-13,Italian,cisitalia,Cisitalia,Italian,0,0,Did not qualify,,Monza,Italy,45.6156,9.28111
11719,554,23,23,1952,8,Italian Grand Prix,07-09-1952,monza,Autodromo Nazionale di Monza,66.0,35,F,0.0,claes,Johnny,Claes,11-08-2016,Belgian,simca,Simca,French,0,0,Did not qualify,,Monza,Italy,45.6156,9.28111
13821,501,22,23,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,2.0,1,1,9.0,ascari,Alberto,Ascari,13-07-2018,Italian,ferrari,Ferrari,Italian,1,90,Finished,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
13854,502,22,26,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,4.0,2,2,6.0,farina,Nino,Farina,30-10-2006,Italian,ferrari,Ferrari,Italian,2,90,Finished,,Zandvoort,Netherlands,52.3888,4.54092
13908,503,22,23,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,6.0,3,3,4.0,villoresi,Luigi,Villoresi,16-05-2009,Italian,ferrari,Ferrari,Italian,4,90,Finished,,Zandvoort,Netherlands,52.3888,4.54092
13916,504,22,24,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,32.0,4,4,3.0,hawthorn,Mike,Hawthorn,10-04-2029,British,cooper,Cooper,British,3,88,+2 Laps,,Zandvoort,Netherlands,52.3888,4.54092
13960,505,22,22,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,10.0,5,5,2.0,manzon,Robert,Manzon,12-04-2017,French,gordini,Gordini,French,6,87,+3 Laps,,Zandvoort,Netherlands,52.3888,4.54092
13996,506,22,26,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,12.0,6,6,0.0,trintignant,Maurice,Trintignant,30-10-2017,French,gordini,Gordini,French,5,87,+3 Laps,,Zandvoort,Netherlands,52.3888,4.54092
14008,507,22,22,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,28.0,7,7,0.0,duncan_hamilton,Duncan,Hamilton,30-04-2020,British,hwm,HWM,British,10,85,+5 Laps,,Zandvoort,Netherlands,52.3888,4.54092
14045,508,22,47,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,26.0,8,8,0.0,macklin,Lance,Macklin,02-09-2019,British,hwm,HWM,British,9,84,+6 Laps,,Zandvoort,Netherlands,52.3888,4.54092
14071,509,22,22,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,16.0,9,9,0.0,flinterman,Jan,Flinterman,02-10-2019,Dutch,maserati,Maserati,Italian,16,83,+7 Laps,,Zandvoort,Netherlands,52.3888,4.54092
14074,510,22,22,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,16.0,9,9,0.0,landi,Chico,Landi,14-07-2007,Brazilian,maserati,Maserati,Italian,16,83,+7 Laps,,Zandvoort,Netherlands,52.3888,4.54092
14120,511,22,22,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,34.0,10,R,0.0,wharton,Ken,Wharton,21-03-2016,British,frazer_nash,Frazer Nash,British,7,76,Wheel bearing,,Zandvoort,Netherlands,52.3888,4.54092
14141,512,22,52,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,36.0,11,R,0.0,moss,Stirling,Moss,17-09-2029,British,era,ERA,British,18,73,Engine,,Zandvoort,Netherlands,52.3888,4.54092
14178,513,22,22,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,30.0,12,N,0.0,lof,Dries,van der Lof,23-08-2019,Dutch,hwm,HWM,British,14,70,Not classified,,Zandvoort,Netherlands,52.3888,4.54092
14188,514,22,22,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,22.0,13,R,0.0,downing,Ken,Downing,05-12-2017,British,connaught,Connaught,British,13,27,Oil pressure,,Zandvoort,Netherlands,52.3888,4.54092
14222,515,22,22,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,24.0,14,R,0.0,tornaco,Charles,de Tornaco,07-06-2027,Belgian,ferrari,Ferrari,Italian,17,19,Engine,,Zandvoort,Netherlands,52.3888,4.54092
14246,516,22,22,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,14.0,15,R,0.0,frere,Paul,FrÃ¨re,30-01-2017,Belgian,simca,Simca,French,11,15,Clutch,,Zandvoort,Netherlands,52.3888,4.54092
14272,517,22,69,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,8.0,16,R,0.0,behra,Jean,Behra,16-02-2021,French,gordini,Gordini,French,6,10,Electrical,,Zandvoort,Netherlands,52.3888,4.54092
14309,518,22,22,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,20.0,17,R,0.0,flinterman,Jan,Flinterman,02-10-2019,Dutch,maserati,Maserati,Italian,15,7,Differential,,Zandvoort,Netherlands,52.3888,4.54092
14326,519,22,22,1952,7,Dutch Grand Prix,17-08-1952,zandvoort,Circuit Park Zandvoort,18.0,18,R,0.0,bianco,Gino,Bianco,22-07-2016,Brazilian,maserati,Maserati,Italian,12,4,Axle,,Zandvoort,Netherlands,52.3888,4.54092
14506,395,18,19,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,4.0,1,1,9.0,ascari,Alberto,Ascari,13-07-2018,Italian,ferrari,Ferrari,Italian,1,36,Finished,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
14564,396,18,19,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,2.0,2,2,6.0,farina,Nino,Farina,30-10-2006,Italian,ferrari,Ferrari,Italian,2,36,Finished,,Spa,Belgium,50.4372,5.97139
14639,397,18,36,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,14.0,3,3,4.0,manzon,Robert,Manzon,12-04-2017,French,gordini,Gordini,French,4,36,Finished,,Spa,Belgium,50.4372,5.97139
14682,398,18,22,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,8.0,4,4,3.0,hawthorn,Mike,Hawthorn,10-04-2029,British,cooper,Cooper,British,6,35,+1 Lap,,Spa,Belgium,50.4372,5.97139
14721,399,18,18,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,28.0,5,5,2.0,frere,Paul,FrÃ¨re,30-01-2017,Belgian,hwm,HWM,British,8,34,+2 Laps,,Spa,Belgium,50.4372,5.97139
14769,400,18,18,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,10.0,6,6,0.0,alan_brown,Alan,Brown,20-11-2019,British,cooper,Cooper,British,9,34,+2 Laps,,Spa,Belgium,50.4372,5.97139
14823,401,18,18,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,34.0,7,7,0.0,tornaco,Charles,de Tornaco,07-06-2027,Belgian,ferrari,Ferrari,Italian,13,33,+3 Laps,,Spa,Belgium,50.4372,5.97139
14869,402,18,18,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,18.0,8,8,0.0,claes,Johnny,Claes,11-08-2016,Belgian,gordini,Gordini,French,19,33,+3 Laps,,Spa,Belgium,50.4372,5.97139
14919,403,18,18,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,12.0,9,9,0.0,brandon,Eric,Brandon,18-07-2020,British,cooper,Cooper,British,12,33,+3 Laps,,Spa,Belgium,50.4372,5.97139
14964,404,18,18,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,20.0,10,10,0.0,bira,Prince,Bira,15-07-2014,Thai,simca,Simca,French,18,32,+4 Laps,,Spa,Belgium,50.4372,5.97139
15036,405,18,18,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,24.0,11,11,0.0,macklin,Lance,Macklin,02-09-2019,British,hwm,HWM,British,14,32,+4 Laps,,Spa,Belgium,50.4372,5.97139
15086,406,18,18,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,30.0,12,12,0.0,laurent,Roger,Laurent,21-02-2013,Belgian,hwm,HWM,British,20,32,+4 Laps,,Spa,Belgium,50.4372,5.97139
15139,407,18,18,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,38.0,13,13,0.0,legat,Arthur,Legat,1898-11-01,Belgian,veritas,Veritas,German,21,31,+5 Laps,,Spa,Belgium,50.4372,5.97139
15195,408,18,18,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,44.0,14,14,0.0,obrien,Robert,O'Brien,11-04-2008,American,simca,Simca,French,22,30,+6 Laps,,Spa,Belgium,50.4372,5.97139
15220,409,18,21,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,42.0,15,15,0.0,gaze,Tony,Gaze,03-02-2020,Australian,hwm,HWM,British,16,30,+6 Laps,,Spa,Belgium,50.4372,5.97139
15287,410,18,18,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,40.0,16,R,0.0,charrington,Robin,Montgomerie-Charrington,23-06-2015,British,butterworth,Aston Butterworth,British,15,17,Engine,,Spa,Belgium,50.4372,5.97139
15340,411,18,18,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,6.0,17,R,0.0,taruffi,Piero,Taruffi,12-10-2006,Italian,ferrari,Ferrari,Italian,3,13,Accident,,Spa,Belgium,50.4372,5.97139
15352,412,18,23,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,16.0,18,R,0.0,behra,Jean,Behra,16-02-2021,French,gordini,Gordini,French,5,13,Accident,,Spa,Belgium,50.4372,5.97139
15428,413,18,18,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,36.0,19,R,0.0,wharton,Ken,Wharton,21-03-2016,British,frazer_nash,Frazer Nash,British,7,10,Spun off,,Spa,Belgium,50.4372,5.97139
15462,414,18,31,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,22.0,20,R,0.0,rosier,Louis,Rosier,05-11-2005,French,ferrari,Ferrari,Italian,17,6,Transmission,,Spa,Belgium,50.4372,5.97139
15477,415,18,18,1952,3,Belgian Grand Prix,22-06-1952,spa,Circuit de Spa-Francorchamps,26.0,21,R,0.0,collins,Peter,Collins,06-11-1931,British,hwm,HWM,British,11,3,Halfshaft,,Spa,Belgium,50.4372,5.97139
