ID,Race number,Race number next,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverId,givenName,familyName,dateOfBirth,nationality,constructorId,name_x,nationality.1,results.grid,results.laps,results.status,Circ Count,location,country,lat,lng
1192,23778,977,977,2018,7,Canadian Grand Prix,10-06-2018,villeneuve,Circuit Gilles Villeneuve,35.0,17,17,0.0,sirotkin,Sergey,Sirotkin,27-08-1995,Russian,williams,Williams,British,18,66,+2 Laps,,Montreal,Canada,45.5,-73.5228
1197,23779,977,984,2018,7,Canadian Grand Prix,10-06-2018,villeneuve,Circuit Gilles Villeneuve,14.0,18,R,0.0,alonso,Fernando,Alonso,29-07-1981,Spanish,mclaren,McLaren,British,14,40,Exhaust,,Montreal,Canada,45.5,-73.5228
1249,23780,977,984,2018,7,Canadian Grand Prix,10-06-2018,villeneuve,Circuit Gilles Villeneuve,28.0,19,R,0.0,brendon_hartley,Brendon,Hartley,10-11-1989,New Zealander,toro_rosso,Toro Rosso,Italian,12,0,Collision,,Montreal,Canada,45.5,-73.5228
1311,23781,977,977,2018,7,Canadian Grand Prix,10-06-2018,villeneuve,Circuit Gilles Villeneuve,18.0,20,R,0.0,stroll,Lance,Stroll,29-10-1998,Canadian,williams,Williams,British,17,0,Collision,,Montreal,Canada,45.5,-73.5228
1517,23862,982,984,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,44.0,1,1,25.0,hamilton,Lewis,Hamilton,07-01-1985,British,mercedes,Mercedes,German,1,70,Finished,,Budapest,Hungary,47.5789,19.2486
1570,23863,982,982,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,5.0,2,2,18.0,vettel,Sebastian,Vettel,03-07-1987,German,ferrari,Ferrari,Italian,4,70,Finished,,Budapest,Hungary,47.5789,19.2486
1594,23864,982,982,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,7.0,3,3,15.0,raikkonen,Kimi,Räikkönen,17-10-1979,Finnish,ferrari,Ferrari,Italian,3,70,Finished,,Budapest,Hungary,47.5789,19.2486
1625,23865,982,987,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,3.0,4,4,12.0,ricciardo,Daniel,Ricciardo,01-07-1989,Australian,red_bull,Red Bull,Austrian,12,70,Finished,,Budapest,Hungary,47.5789,19.2486
1643,23866,982,988,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,77.0,5,5,10.0,bottas,Valtteri,Bottas,28-08-1989,Finnish,mercedes,Mercedes,German,2,70,Finished,,Budapest,Hungary,47.5789,19.2486
1679,23867,982,982,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,10.0,6,6,8.0,gasly,Pierre,Gasly,07-02-1996,French,toro_rosso,Toro Rosso,Italian,6,70,Finished,,Budapest,Hungary,47.5789,19.2486
1718,23868,982,982,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,20.0,7,7,6.0,kevin_magnussen,Kevin,Magnussen,05-10-1992,Danish,haas,Haas F1 Team,American,9,69,+1 Lap,,Budapest,Hungary,47.5789,19.2486
1737,23869,982,982,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,14.0,8,8,4.0,alonso,Fernando,Alonso,29-07-1981,Spanish,mclaren,McLaren,British,11,69,+1 Lap,,Budapest,Hungary,47.5789,19.2486
1793,23870,982,982,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,55.0,9,9,2.0,sainz,Carlos,Sainz,01-09-1994,Spanish,renault,Renault,French,5,69,+1 Lap,,Budapest,Hungary,47.5789,19.2486
1815,23871,982,982,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,8.0,10,10,1.0,grosjean,Romain,Grosjean,17-04-1986,French,haas,Haas F1 Team,American,10,69,+1 Lap,,Budapest,Hungary,47.5789,19.2486
1847,23872,982,988,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,28.0,11,11,0.0,brendon_hartley,Brendon,Hartley,10-11-1989,New Zealander,toro_rosso,Toro Rosso,Italian,8,69,+1 Lap,,Budapest,Hungary,47.5789,19.2486
1879,23873,982,986,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,27.0,12,12,0.0,hulkenberg,Nico,Hülkenberg,19-08-1987,German,renault,Renault,French,13,69,+1 Lap,,Budapest,Hungary,47.5789,19.2486
1922,23874,982,982,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,31.0,13,13,0.0,ocon,Esteban,Ocon,17-09-1996,French,force_india,Force India,Indian,18,69,+1 Lap,,Budapest,Hungary,47.5789,19.2486
1957,23875,982,982,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,11.0,14,14,0.0,perez,Sergio,Pérez,26-01-1990,Mexican,force_india,Force India,Indian,19,69,+1 Lap,,Budapest,Hungary,47.5789,19.2486
1976,23876,982,984,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,9.0,15,15,0.0,ericsson,Marcus,Ericsson,02-09-1990,Swedish,sauber,Sauber,Swiss,14,68,+2 Laps,,Budapest,Hungary,47.5789,19.2486
2025,23877,982,987,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,35.0,16,16,0.0,sirotkin,Sergey,Sirotkin,27-08-1995,Russian,williams,Williams,British,20,68,+2 Laps,,Budapest,Hungary,47.5789,19.2486
2060,23878,982,987,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,18.0,17,17,0.0,stroll,Lance,Stroll,29-10-1998,Canadian,williams,Williams,British,15,68,+2 Laps,,Budapest,Hungary,47.5789,19.2486
2096,23879,982,982,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,2.0,18,R,0.0,vandoorne,Stoffel,Vandoorne,26-03-1992,Belgian,mclaren,McLaren,British,16,49,Gearbox,,Budapest,Hungary,47.5789,19.2486
2128,23880,982,982,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,33.0,19,R,0.0,max_verstappen,Max,Verstappen,30-09-1997,Dutch,red_bull,Red Bull,Austrian,7,5,Power loss,,Budapest,Hungary,47.5789,19.2486
2147,23881,982,982,2018,12,Hungarian Grand Prix,29-07-2018,hungaroring,Hungaroring,16.0,20,R,0.0,leclerc,Charles,Leclerc,16-10-1997,Monegasque,sauber,Sauber,Swiss,17,0,Suspension,,Budapest,Hungary,47.5789,19.2486
2721,23662,972,977,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,5.0,1,1,25.0,vettel,Sebastian,Vettel,03-07-1987,German,ferrari,Ferrari,Italian,1,57,Finished,,Sakhir,Bahrain,26.0325,50.5106
2723,23663,972,973,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,77.0,2,2,18.0,bottas,Valtteri,Bottas,28-08-1989,Finnish,mercedes,Mercedes,German,3,57,Finished,,Sakhir,Bahrain,26.0325,50.5106
2742,23664,972,976,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,44.0,3,3,15.0,hamilton,Lewis,Hamilton,07-01-1985,British,mercedes,Mercedes,German,9,57,Finished,,Sakhir,Bahrain,26.0325,50.5106
2753,23665,972,972,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,10.0,4,4,12.0,gasly,Pierre,Gasly,07-02-1996,French,toro_rosso,Toro Rosso,Italian,5,57,Finished,,Sakhir,Bahrain,26.0325,50.5106
2771,23666,972,979,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,20.0,5,5,10.0,kevin_magnussen,Kevin,Magnussen,05-10-1992,Danish,haas,Haas F1 Team,American,6,57,Finished,,Sakhir,Bahrain,26.0325,50.5106
2780,23667,972,973,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,27.0,6,6,8.0,hulkenberg,Nico,Hülkenberg,19-08-1987,German,renault,Renault,French,7,57,Finished,,Sakhir,Bahrain,26.0325,50.5106
2793,23668,972,973,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,14.0,7,7,6.0,alonso,Fernando,Alonso,29-07-1981,Spanish,mclaren,McLaren,British,13,56,+1 Lap,,Sakhir,Bahrain,26.0325,50.5106
2817,23669,972,972,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,2.0,8,8,4.0,vandoorne,Stoffel,Vandoorne,26-03-1992,Belgian,mclaren,McLaren,British,14,56,+1 Lap,,Sakhir,Bahrain,26.0325,50.5106
2823,23670,972,981,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,9.0,9,9,2.0,ericsson,Marcus,Ericsson,02-09-1990,Swedish,sauber,Sauber,Swiss,17,56,+1 Lap,,Sakhir,Bahrain,26.0325,50.5106
2842,23671,972,972,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,31.0,10,10,1.0,ocon,Esteban,Ocon,17-09-1996,French,force_india,Force India,Indian,8,56,+1 Lap,,Sakhir,Bahrain,26.0325,50.5106
2857,23672,972,983,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,55.0,11,11,0.0,sainz,Carlos,Sainz,01-09-1994,Spanish,renault,Renault,French,10,56,+1 Lap,,Sakhir,Bahrain,26.0325,50.5106
2871,23673,972,972,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,16.0,12,12,0.0,leclerc,Charles,Leclerc,16-10-1997,Monegasque,sauber,Sauber,Swiss,19,56,+1 Lap,,Sakhir,Bahrain,26.0325,50.5106
2881,23674,972,972,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,8.0,13,13,0.0,grosjean,Romain,Grosjean,17-04-1986,French,haas,Haas F1 Team,American,16,56,+1 Lap,,Sakhir,Bahrain,26.0325,50.5106
2902,23675,972,973,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,18.0,14,14,0.0,stroll,Lance,Stroll,29-10-1998,Canadian,williams,Williams,British,20,56,+1 Lap,,Sakhir,Bahrain,26.0325,50.5106
2916,23676,972,973,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,35.0,15,15,0.0,sirotkin,Sergey,Sirotkin,27-08-1995,Russian,williams,Williams,British,18,56,+1 Lap,,Sakhir,Bahrain,26.0325,50.5106
2925,23677,972,985,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,11.0,16,16,0.0,perez,Sergio,Pérez,26-01-1990,Mexican,force_india,Force India,Indian,12,56,+1 Lap,,Sakhir,Bahrain,26.0325,50.5106
2935,23678,972,979,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,28.0,17,17,0.0,brendon_hartley,Brendon,Hartley,10-11-1989,New Zealander,toro_rosso,Toro Rosso,Italian,11,56,+1 Lap,,Sakhir,Bahrain,26.0325,50.5106
2955,23679,972,972,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,7.0,18,R,0.0,raikkonen,Kimi,Räikkönen,17-10-1979,Finnish,ferrari,Ferrari,Italian,2,35,Wheel,,Sakhir,Bahrain,26.0325,50.5106
2973,23680,972,982,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,33.0,19,R,0.0,max_verstappen,Max,Verstappen,30-09-1997,Dutch,red_bull,Red Bull,Austrian,15,3,Puncture,,Sakhir,Bahrain,26.0325,50.5106
2985,23681,972,981,2018,2,Bahrain Grand Prix,08-04-2018,bahrain,Bahrain International Circuit,3.0,20,R,0.0,ricciardo,Daniel,Ricciardo,01-07-1989,Australian,red_bull,Red Bull,Austrian,4,1,Electrical,,Sakhir,Bahrain,26.0325,50.5106
4134,23842,981,982,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,44.0,1,1,25.0,hamilton,Lewis,Hamilton,07-01-1985,British,mercedes,Mercedes,German,14,67,Finished,,Hockenheim,Germany,49.3278,8.56583
4163,23843,981,986,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,77.0,2,2,18.0,bottas,Valtteri,Bottas,28-08-1989,Finnish,mercedes,Mercedes,German,2,67,Finished,,Hockenheim,Germany,49.3278,8.56583
4218,23844,981,982,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,7.0,3,3,15.0,raikkonen,Kimi,Räikkönen,17-10-1979,Finnish,ferrari,Ferrari,Italian,3,67,Finished,,Hockenheim,Germany,49.3278,8.56583
4265,23845,981,981,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,33.0,4,4,12.0,max_verstappen,Max,Verstappen,30-09-1997,Dutch,red_bull,Red Bull,Austrian,4,67,Finished,,Hockenheim,Germany,49.3278,8.56583
4282,23846,981,860,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,27.0,5,5,10.0,hulkenberg,Nico,Hülkenberg,19-08-1987,German,renault,Renault,French,7,67,Finished,,Hockenheim,Germany,49.3278,8.56583
4317,23847,981,981,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,8.0,6,6,8.0,grosjean,Romain,Grosjean,17-04-1986,French,haas,Haas F1 Team,American,6,67,Finished,,Hockenheim,Germany,49.3278,8.56583
4361,23848,981,984,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,11.0,7,7,6.0,perez,Sergio,Pérez,26-01-1990,Mexican,force_india,Force India,Indian,10,67,Finished,,Hockenheim,Germany,49.3278,8.56583
4397,23849,981,988,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,31.0,8,8,4.0,ocon,Esteban,Ocon,17-09-1996,French,force_india,Force India,Indian,15,67,Finished,,Hockenheim,Germany,49.3278,8.56583
4417,23850,981,981,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,9.0,9,9,2.0,ericsson,Marcus,Ericsson,02-09-1990,Swedish,sauber,Sauber,Swiss,13,67,Finished,,Hockenheim,Germany,49.3278,8.56583
4460,23851,981,981,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,28.0,10,10,1.0,brendon_hartley,Brendon,Hartley,10-11-1989,New Zealander,toro_rosso,Toro Rosso,Italian,17,67,Finished,,Hockenheim,Germany,49.3278,8.56583
4504,23852,981,981,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,20.0,11,11,0.0,kevin_magnussen,Kevin,Magnussen,05-10-1992,Danish,haas,Haas F1 Team,American,5,67,Finished,,Hockenheim,Germany,49.3278,8.56583
4545,23853,981,981,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,55.0,12,12,0.0,sainz,Carlos,Sainz,01-09-1994,Spanish,renault,Renault,French,8,67,Finished,,Hockenheim,Germany,49.3278,8.56583
4588,23854,981,988,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,2.0,13,13,0.0,vandoorne,Stoffel,Vandoorne,26-03-1992,Belgian,mclaren,McLaren,British,19,67,Finished,,Hockenheim,Germany,49.3278,8.56583
4594,23855,981,984,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,10.0,14,14,0.0,gasly,Pierre,Gasly,07-02-1996,French,toro_rosso,Toro Rosso,Italian,16,66,+1 Lap,,Hockenheim,Germany,49.3278,8.56583
4645,23856,981,981,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,16.0,15,15,0.0,leclerc,Charles,Leclerc,16-10-1997,Monegasque,sauber,Sauber,Swiss,9,66,+1 Lap,,Hockenheim,Germany,49.3278,8.56583
4665,23857,981,981,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,14.0,16,16,0.0,alonso,Fernando,Alonso,29-07-1981,Spanish,mclaren,McLaren,British,11,65,Retired,,Hockenheim,Germany,49.3278,8.56583
4728,23858,981,982,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,18.0,17,R,0.0,stroll,Lance,Stroll,29-10-1998,Canadian,williams,Williams,British,18,53,Engine,,Hockenheim,Germany,49.3278,8.56583
4770,23859,981,981,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,5.0,18,R,0.0,vettel,Sebastian,Vettel,03-07-1987,German,ferrari,Ferrari,Italian,1,51,Accident,,Hockenheim,Germany,49.3278,8.56583
4800,23860,981,985,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,35.0,19,R,0.0,sirotkin,Sergey,Sirotkin,27-08-1995,Russian,williams,Williams,British,12,51,Engine,,Hockenheim,Germany,49.3278,8.56583
4834,23861,981,981,2018,11,German Grand Prix,22-07-2018,hockenheimring,Hockenheimring,3.0,20,R,0.0,ricciardo,Daniel,Ricciardo,01-07-1989,Australian,red_bull,Red Bull,Austrian,20,27,Engine,,Hockenheim,Germany,49.3278,8.56583
5048,23682,973,976,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,3.0,1,1,25.0,ricciardo,Daniel,Ricciardo,01-07-1989,Australian,red_bull,Red Bull,Austrian,6,56,Finished,,Shanghai,China,31.3389,121.22
5055,23683,973,975,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,77.0,2,2,18.0,bottas,Valtteri,Bottas,28-08-1989,Finnish,mercedes,Mercedes,German,3,56,Finished,,Shanghai,China,31.3389,121.22
5077,23684,973,978,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,7.0,3,3,15.0,raikkonen,Kimi,Räikkönen,17-10-1979,Finnish,ferrari,Ferrari,Italian,2,56,Finished,,Shanghai,China,31.3389,121.22
5090,23685,973,973,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,44.0,4,4,12.0,hamilton,Lewis,Hamilton,07-01-1985,British,mercedes,Mercedes,German,4,56,Finished,,Shanghai,China,31.3389,121.22
5110,23686,973,984,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,33.0,5,5,10.0,max_verstappen,Max,Verstappen,30-09-1997,Dutch,red_bull,Red Bull,Austrian,5,56,Finished,,Shanghai,China,31.3389,121.22
5118,23687,973,980,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,27.0,6,6,8.0,hulkenberg,Nico,Hülkenberg,19-08-1987,German,renault,Renault,French,7,56,Finished,,Shanghai,China,31.3389,121.22
5129,23688,973,974,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,14.0,7,7,6.0,alonso,Fernando,Alonso,29-07-1981,Spanish,mclaren,McLaren,British,13,56,Finished,,Shanghai,China,31.3389,121.22
5155,23689,973,973,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,5.0,8,8,4.0,vettel,Sebastian,Vettel,03-07-1987,German,ferrari,Ferrari,Italian,1,56,Finished,,Shanghai,China,31.3389,121.22
5171,23690,973,982,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,55.0,9,9,2.0,sainz,Carlos,Sainz,01-09-1994,Spanish,renault,Renault,French,9,56,Finished,,Shanghai,China,31.3389,121.22
5181,23691,973,973,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,20.0,10,10,1.0,kevin_magnussen,Kevin,Magnussen,05-10-1992,Danish,haas,Haas F1 Team,American,11,56,Finished,,Shanghai,China,31.3389,121.22
5195,23692,973,973,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,31.0,11,11,0.0,ocon,Esteban,Ocon,17-09-1996,French,force_india,Force India,Indian,12,56,Finished,,Shanghai,China,31.3389,121.22
5213,23693,973,976,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,11.0,12,12,0.0,perez,Sergio,Pérez,26-01-1990,Mexican,force_india,Force India,Indian,8,56,Finished,,Shanghai,China,31.3389,121.22
5232,23694,973,981,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,2.0,13,13,0.0,vandoorne,Stoffel,Vandoorne,26-03-1992,Belgian,mclaren,McLaren,British,14,56,Finished,,Shanghai,China,31.3389,121.22
5246,23695,973,979,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,18.0,14,14,0.0,stroll,Lance,Stroll,29-10-1998,Canadian,williams,Williams,British,18,56,Finished,,Shanghai,China,31.3389,121.22
5259,23696,973,978,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,35.0,15,15,0.0,sirotkin,Sergey,Sirotkin,27-08-1995,Russian,williams,Williams,British,16,56,Finished,,Shanghai,China,31.3389,121.22
5268,23697,973,973,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,9.0,16,16,0.0,ericsson,Marcus,Ericsson,02-09-1990,Swedish,sauber,Sauber,Swiss,20,56,Finished,,Shanghai,China,31.3389,121.22
5283,23698,973,973,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,8.0,17,17,0.0,grosjean,Romain,Grosjean,17-04-1986,French,haas,Haas F1 Team,American,10,56,Finished,,Shanghai,China,31.3389,121.22
5293,23699,973,973,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,10.0,18,18,0.0,gasly,Pierre,Gasly,07-02-1996,French,toro_rosso,Toro Rosso,Italian,17,56,Finished,,Shanghai,China,31.3389,121.22
5315,23700,973,980,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,16.0,19,19,0.0,leclerc,Charles,Leclerc,16-10-1997,Monegasque,sauber,Sauber,Swiss,19,56,Finished,,Shanghai,China,31.3389,121.22
5326,23701,973,980,2018,3,Chinese Grand Prix,15-04-2018,shanghai,Shanghai International Circuit,28.0,20,20,0.0,brendon_hartley,Brendon,Hartley,10-11-1989,New Zealander,toro_rosso,Toro Rosso,Italian,15,51,Collision damage,,Shanghai,China,31.3389,121.22
5382,23642,971,972,2018,1,Australian Grand Prix,25-03-2018,albert_park,Albert Park Grand Prix Circuit,5.0,1,1,25.0,vettel,Sebastian,Vettel,03-07-1987,German,ferrari,Ferrari,Italian,3,58,Finished,,Melbourne,Australia,-37.8497,144.968
5395,23643,971,980,2018,1,Australian Grand Prix,25-03-2018,albert_park,Albert Park Grand Prix Circuit,44.0,2,2,18.0,hamilton,Lewis,Hamilton,07-01-1985,British,mercedes,Mercedes,German,1,58,Finished,,Melbourne,Australia,-37.8497,144.968
5420,23644,971,973,2018,1,Australian Grand Prix,25-03-2018,albert_park,Albert Park Grand Prix Circuit,7.0,3,3,15.0,raikkonen,Kimi,Räikkönen,17-10-1979,Finnish,ferrari,Ferrari,Italian,2,58,Finished,,Melbourne,Australia,-37.8497,144.968
5447,23645,971,977,2018,1,Australian Grand Prix,25-03-2018,albert_park,Albert Park Grand Prix Circuit,3.0,4,4,12.0,ricciardo,Daniel,Ricciardo,01-07-1989,Australian,red_bull,Red Bull,Austrian,8,58,Finished,,Melbourne,Australia,-37.8497,144.968
