ID,Race number,Race number next,season,round,raceName,date,circuitId_x,circuitName,number,position,positionText,points,driverId,givenName,familyName,dateOfBirth,nationality,constructorId,name_x,nationality.1,results.grid,results.laps,results.status,Circ Count,location,country,lat,lng
13925,1147,46,46,1955,5,Dutch Grand Prix,19-06-1955,zandvoort,Circuit Park Zandvoort,16.0,4,4,4.0,mieres,Roberto,Mieres,03-12-2024,Argentine,maserati,Maserati,Italian,7,99,+1 Lap,,Zandvoort,Netherlands,52.3888,4.54092
13945,1148,46,46,1955,5,Dutch Grand Prix,19-06-1955,zandvoort,Circuit Park Zandvoort,6.0,5,5,2.0,castellotti,Eugenio,Castellotti,10-10-1930,Italian,ferrari,Ferrari,Italian,9,97,+3 Laps,,Zandvoort,Netherlands,52.3888,4.54092
13976,1149,46,60,1955,5,Dutch Grand Prix,19-06-1955,zandvoort,Circuit Park Zandvoort,14.0,6,6,0.0,behra,Jean,Behra,16-02-2021,French,maserati,Maserati,Italian,6,97,+3 Laps,,Zandvoort,Netherlands,52.3888,4.54092
14009,1150,46,58,1955,5,Dutch Grand Prix,19-06-1955,zandvoort,Circuit Park Zandvoort,2.0,7,7,0.0,hawthorn,Mike,Hawthorn,10-04-2029,British,ferrari,Ferrari,Italian,5,95,+5 Laps,,Zandvoort,Netherlands,52.3888,4.54092
14036,1151,46,53,1955,5,Dutch Grand Prix,19-06-1955,zandvoort,Circuit Park Zandvoort,22.0,8,8,0.0,ramos,Hernando,da Silva Ramos,07-12-2025,Brazilian,gordini,Gordini,French,14,92,+8 Laps,,Zandvoort,Netherlands,52.3888,4.54092
14082,1152,46,46,1955,5,Dutch Grand Prix,19-06-1955,zandvoort,Circuit Park Zandvoort,28.0,9,9,0.0,rosier,Louis,Rosier,05-11-2005,French,maserati,Maserati,Italian,13,92,+8 Laps,,Zandvoort,Netherlands,52.3888,4.54092
14108,1153,46,46,1955,5,Dutch Grand Prix,19-06-1955,zandvoort,Circuit Park Zandvoort,24.0,10,10,0.0,pollet,Jacques,Pollet,02-07-2022,French,gordini,Gordini,French,12,90,+10 Laps,,Zandvoort,Netherlands,52.3888,4.54092
14127,1154,46,46,1955,5,Dutch Grand Prix,19-06-1955,zandvoort,Circuit Park Zandvoort,30.0,11,11,0.0,claes,Johnny,Claes,11-08-2016,Belgian,ferrari,Ferrari,Italian,16,88,+12 Laps,,Zandvoort,Netherlands,52.3888,4.54092
14177,1155,46,50,1955,5,Dutch Grand Prix,19-06-1955,zandvoort,Circuit Park Zandvoort,4.0,12,R,0.0,trintignant,Maurice,Trintignant,30-10-2017,French,ferrari,Ferrari,Italian,8,65,Gearbox,,Zandvoort,Netherlands,52.3888,4.54092
14198,1156,46,46,1955,5,Dutch Grand Prix,19-06-1955,zandvoort,Circuit Park Zandvoort,20.0,13,R,0.0,manzon,Robert,Manzon,12-04-2017,French,gordini,Gordini,French,11,44,Transmission,,Zandvoort,Netherlands,52.3888,4.54092
14225,1157,46,52,1955,5,Dutch Grand Prix,19-06-1955,zandvoort,Circuit Park Zandvoort,32.0,14,R,0.0,gould,Horace,Gould,20-09-2018,British,maserati,Maserati,Italian,15,23,Spun off,,Zandvoort,Netherlands,52.3888,4.54092
14256,1158,46,46,1955,5,Dutch Grand Prix,19-06-1955,zandvoort,Circuit Park Zandvoort,12.0,15,R,0.0,kling,Karl,Kling,16-09-2010,German,mercedes,Mercedes,German,3,21,Spun off,,Zandvoort,Netherlands,52.3888,4.54092
14297,1159,46,46,1955,5,Dutch Grand Prix,19-06-1955,zandvoort,Circuit Park Zandvoort,26.0,16,R,0.0,peter_walker,Peter,Walker,07-10-2012,British,maserati,Maserati,Italian,10,2,Wheel bearing,,Zandvoort,Netherlands,52.3888,4.54092
14519,1127,45,46,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,10.0,1,1,9.0,fangio,Juan,Fangio,24-06-2011,Argentine,mercedes,Mercedes,German,2,36,Finished,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
14581,1128,45,46,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,14.0,2,2,6.0,moss,Stirling,Moss,17-09-2029,British,mercedes,Mercedes,German,3,36,Finished,,Spa,Belgium,50.4372,5.97139
14621,1129,45,45,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,2.0,3,3,4.0,farina,Nino,Farina,30-10-2006,Italian,ferrari,Ferrari,Italian,4,36,Finished,,Spa,Belgium,50.4372,5.97139
14674,1130,45,45,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,6.0,4,4,3.0,frere,Paul,Fr̬re,30-01-2017,Belgian,ferrari,Ferrari,Italian,8,36,Finished,,Spa,Belgium,50.4372,5.97139
14711,1131,45,65,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,24.0,5,5,1.0,behra,Jean,Behra,16-02-2021,French,maserati,Maserati,Italian,13,35,+1 Lap,,Spa,Belgium,50.4372,5.97139
14731,1132,45,45,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,24.0,5,5,1.0,mieres,Roberto,Mieres,03-12-2024,Argentine,maserati,Maserati,Italian,13,35,+1 Lap,,Spa,Belgium,50.4372,5.97139
14801,1133,45,45,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,4.0,6,6,0.0,trintignant,Maurice,Trintignant,30-10-2017,French,ferrari,Ferrari,Italian,10,35,+1 Lap,,Spa,Belgium,50.4372,5.97139
14838,1134,45,67,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,22.0,7,7,0.0,musso,Luigi,Musso,28-07-2024,Italian,maserati,Maserati,Italian,7,34,+2 Laps,,Spa,Belgium,50.4372,5.97139
14889,1135,45,45,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,26.0,8,8,0.0,perdisa,Cesare,Perdisa,21-10-1932,Italian,maserati,Maserati,Italian,11,33,+3 Laps,,Spa,Belgium,50.4372,5.97139
14948,1136,45,46,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,28.0,9,9,0.0,rosier,Louis,Rosier,05-11-2005,French,maserati,Maserati,Italian,12,33,+3 Laps,,Spa,Belgium,50.4372,5.97139
14988,1137,45,45,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,12.0,10,R,0.0,kling,Karl,Kling,16-09-2010,German,mercedes,Mercedes,German,6,21,Oil leak,,Spa,Belgium,50.4372,5.97139
15015,1138,45,49,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,30.0,11,R,0.0,castellotti,Eugenio,Castellotti,10-10-1930,Italian,lancia,Lancia,Italian,1,16,Gearbox,,Spa,Belgium,50.4372,5.97139
15081,1139,45,57,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,40.0,12,R,0.0,hawthorn,Mike,Hawthorn,10-04-2029,British,vanwall,Vanwall,British,9,8,Gearbox,,Spa,Belgium,50.4372,5.97139
15115,1140,45,56,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,20.0,13,R,0.0,behra,Jean,Behra,16-02-2021,French,maserati,Maserati,Italian,5,3,Spun off,,Spa,Belgium,50.4372,5.97139
15172,1141,45,45,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,38.0,14,W,0.0,claes,Johnny,Claes,11-08-2016,Belgian,maserati,Maserati,Italian,0,0,Withdrew,,Spa,Belgium,50.4372,5.97139
15248,1142,45,45,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,48.0,15,W,0.0,taruffi,Piero,Taruffi,12-10-2006,Italian,ferrari,Ferrari,Italian,0,0,Withdrew,,Spa,Belgium,50.4372,5.97139
15293,1143,45,61,1955,4,Belgian Grand Prix,05-06-1955,spa,Circuit de Spa-Francorchamps,4.0,16,W,0.0,schell,Harry,Schell,29-06-2021,American,ferrari,Ferrari,Italian,0,0,Withdrew,,Spa,Belgium,50.4372,5.97139
16096,1092,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,6.0,1,1,8.0,sweikert,Bob,Sweikert,20-05-2026,American,kurtis_kraft,Kurtis Kraft,American,14,200,Finished,Indianapolis Motor Speedway,Indianapolis,USA,39.795,-86.2347
16106,1093,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,10.0,2,2,3.0,bettenhausen,Tony,Bettenhausen,12-09-2016,American,kurtis_kraft,Kurtis Kraft,American,2,200,Finished,,Indianapolis,USA,39.795,-86.2347
16117,1094,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,10.0,2,2,3.0,paul_russo,Paul,Russo,10-04-2014,American,kurtis_kraft,Kurtis Kraft,American,2,200,Finished,,Indianapolis,USA,39.795,-86.2347
16127,1095,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,15.0,3,3,4.0,davies,Jimmy,Davies,08-08-2029,American,kurtis_kraft,Kurtis Kraft,American,10,200,Finished,,Indianapolis,USA,39.795,-86.2347
16157,1096,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,44.0,4,4,3.0,thomson,Johnny,Thomson,09-04-2022,American,kuzma,Kuzma,American,33,200,Finished,,Indianapolis,USA,39.795,-86.2347
16170,1097,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,77.0,5,5,1.0,faulkner,Walt,Faulkner,16-02-2020,American,kurtis_kraft,Kurtis Kraft,American,7,200,Finished,,Indianapolis,USA,39.795,-86.2347
16173,1098,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,77.0,5,5,1.0,homeier,Bill,Homeier,31-08-2018,American,kurtis_kraft,Kurtis Kraft,American,7,200,Finished,,Indianapolis,USA,39.795,-86.2347
16194,1099,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,19.0,6,6,0.0,linden,Andy,Linden,05-04-2022,American,kurtis_kraft,Kurtis Kraft,American,8,200,Finished,,Indianapolis,USA,39.795,-86.2347
16213,1100,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,71.0,7,7,0.0,herman,Al,Herman,15-03-2027,American,kurtis_kraft,Kurtis Kraft,American,16,200,Finished,,Indianapolis,USA,39.795,-86.2347
16235,1101,44,59,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,29.0,8,8,0.0,connor,Pat,O'Connor,09-10-2028,American,kurtis_kraft,Kurtis Kraft,American,19,200,Finished,,Indianapolis,USA,39.795,-86.2347
16249,1102,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,48.0,9,9,0.0,daywalt,Jimmy,Daywalt,28-08-2024,American,kurtis_kraft,Kurtis Kraft,American,17,200,Finished,,Indianapolis,USA,39.795,-86.2347
16269,1103,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,89.0,10,10,0.0,flaherty,Pat,Flaherty,06-01-2026,American,kurtis_kraft,Kurtis Kraft,American,12,200,Finished,,Indianapolis,USA,39.795,-86.2347
16286,1104,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,98.0,11,11,0.0,darter,Duane,Carter,05-05-2013,American,kuzma,Kuzma,American,18,197,+3 Laps,,Indianapolis,USA,39.795,-86.2347
16326,1105,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,41.0,12,12,0.0,weyant,Chuck,Weyant,03-04-2023,American,kurtis_kraft,Kurtis Kraft,American,25,196,+4 Laps,,Indianapolis,USA,39.795,-86.2347
16340,1106,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,83.0,13,13,0.0,johnson,Eddie,Johnson,10-02-2019,American,trevis,Trevis,American,32,196,+4 Laps,,Indianapolis,USA,39.795,-86.2347
16357,1107,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,33.0,14,14,0.0,rathmann,Jim,Rathmann,16-07-2028,American,epperly,Epperly,American,20,191,+9 Laps,,Indianapolis,USA,39.795,-86.2347
16375,1108,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,12.0,15,R,0.0,freeland,Don,Freeland,25-03-2025,American,phillips,Phillips,American,21,178,Transmission,,Indianapolis,USA,39.795,-86.2347
16401,1109,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,22.0,16,R,0.0,niday,Cal,Niday,29-04-2014,American,kurtis_kraft,Kurtis Kraft,American,9,170,Accident,,Indianapolis,USA,39.795,-86.2347
16410,1110,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,99.0,17,R,0.0,cross,Art,Cross,24-01-2018,American,kurtis_kraft,Kurtis Kraft,American,24,168,Engine,,Indianapolis,USA,39.795,-86.2347
16445,1111,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,81.0,18,R,0.0,templeman,Shorty,Templeman,12-08-2019,American,trevis,Trevis,American,31,142,Transmission,,Indianapolis,USA,39.795,-86.2347
16458,1112,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,8.0,19,R,0.0,hanks,Sam,Hanks,13-07-2014,American,kurtis_kraft,Kurtis Kraft,American,6,134,Transmission,,Indianapolis,USA,39.795,-86.2347
16471,1113,44,44,1955,3,Indianapolis 500,30-05-1955,indianapolis,Indianapolis Motor Speedway,31.0,20,R,0.0,andrews,Keith,Andrews,15-06-2020,American,schroeder,Schroeder,American,28,120,Fuel pump,,Indianapolis,USA,39.795,-86.2347
